#Organism Name	Organism Groups		Size(Mb)	Chromosomes
"Pseudomonas phage PAXYB1"	Viruses	Other	0.043337	1
"Pseudomonas phage PaYy-2"	Viruses	Other	0.092348	1
"Pseudomonas phage PB1"	Viruses	Other	0.065764	1
"Pseudomonas phage PEV2"	Viruses	Other	0.072697	1
"Pseudomonas phage PEV31"	Viruses	Other	0.070961	0
"Pseudomonas phage PEV32"	Viruses	Other	0.072213	0
"Pseudomonas phage Pf-10"	Viruses	Other	0.039167	1
"Pseudomonas phage pf16"	Viruses	Other	0.158136	1
"Pseudomonas phage Pf3"	Viruses	Other	0.005833	1
"Pseudomonas phage PFP1"	Viruses	Other	0.040914	1
"Pseudomonas phage Phabio"	Viruses	Other	0.309157	1
"Pseudomonas phage phCDa"	Viruses	Other	0.072821	1
"Pseudomonas phage phi-2"	Viruses	Other	0.043144	1
"Pseudomonas phage Phi-S1"	Viruses	Other	0.040192	1
"Pseudomonas phage Phi05_1400 B"	Viruses	Other	0.033966	0
"Pseudomonas phage phi1"	Viruses	Other	0.057218	1
"Pseudomonas phage phi12"	Viruses	Other	0.013173	3
"Pseudomonas phage phi13"	Viruses	Other	0.013652	3
"Pseudomonas phage phi15"	Viruses	Other	0.039562	1
"Pseudomonas phage phi2"	Viruses	Other	0.041871	1
"Pseudomonas phage phi2954"	Viruses	Other	0.012685	3
"Pseudomonas phage phi297"	Viruses	Other	0.049135	1
"Pseudomonas phage phi3"	Viruses	Other	0.032637	1
"Pseudomonas phage phi8"	Viruses	Other	0.014984	3
"Pseudomonas phage phiAH14a"	Viruses	Other	0.05506	1
"Pseudomonas phage phiAH14b"	Viruses	unclassified phages	0.016812	1
"Pseudomonas phage PhiCHU"	Viruses	Other	0.045626	1
"Pseudomonas phage phiIBB-PAA2"	Viruses	Other	0.045344	1
"Pseudomonas phage phiIBB-PF7A"	Viruses	Other	0.040973	1
"Pseudomonas phage phikF77"	Viruses	Other	0.043152	1
"Pseudomonas phage phiKMV"	Viruses	Other	0.042519	1
"Pseudomonas phage phiKT28"	Viruses	Other	0.066381	1
"Pseudomonas phage phiKTN6"	Viruses	Other	0.065994	1
"Pseudomonas phage phiMK"	Viruses	Other	0.093129	1
"Pseudomonas phage phiNN"	Viruses	Other	0.013262	3
"Pseudomonas phage phiNV3"	Viruses	Other	0.043184	1
"Pseudomonas phage phiPA01_302"	Viruses	Other	0.046093	1
"Pseudomonas phage phiPA01_EW"	Viruses	Other	0.046403	1
"Pseudomonas phage PhiPA3"	Viruses	Other	0.309208	1
"Pseudomonas phage phiPMW"	Viruses	Other	0.103218	1
"Pseudomonas phage phiPSA1"	Viruses	Other	0.05109	1
"Pseudomonas phage phiPsa17"	Viruses	Other	0.040525	1
"Pseudomonas phage phiPSA2"	Viruses	Other	0.040472	1
"Pseudomonas phage phiPsa374"	Viruses	Other	0.097906	1
"Pseudomonas phage phiPto-bp6g"	Viruses	Other	0.026499	1
"Pseudomonas phage phiYY"	Viruses	Other	0.013514	6
"Pseudomonas phage PMBT14"	Viruses	Other	0.04782	1
"Pseudomonas phage PMBT3"	Viruses	Other	0.087196	1
"Pseudomonas phage PollyC"	Viruses	Other	0.041651	1
"Pseudomonas phage POR1"	Viruses	Other	0.055349	1
"Pseudomonas phage PP7"	Viruses	Other	0.003588	1
"Pseudomonas phage PPPL-1"	Viruses	Other	0.041149	1
"Pseudomonas phage PPpW-3"	Viruses	Other	0.043564	1
"Pseudomonas phage PPpW-4"	Viruses	Other	0.041386	1
"Pseudomonas phage PPSC2"	Viruses	Other	0.09733	1
"Pseudomonas phage PRR1"	Viruses	Other	0.003573	1
"Pseudomonas phage PS-1"	Viruses	Other	0.048666	1
"Pseudomonas phage Psa21"	Viruses	Other	0.30526	1
"Pseudomonas phage Psp6"	Viruses	Other	0.042789	1
"Pseudomonas phage PspYZU01"	Viruses	Other	0.058279	1
"Pseudomonas phage PspYZU05"	Viruses	Other	0.166442	1
"Pseudomonas phage PspYZU08"	Viruses	Other	0.040184	1
"Pseudomonas phage PT2"	Viruses	Other	0.042961	1
"Pseudomonas phage PT5"	Viruses	Other	0.042954	1
"Pseudomonas phage R12"	Viruses	Other	0.065415	1
"Pseudomonas phage R26"	Viruses	Other	0.065737	1
"Pseudomonas phage RLP"	Viruses	Other	0.043446	1
"Pseudomonas phage RSP"	Viruses	Other	0.063016	1
"Pseudomonas phage S12-1"	Viruses	Other	0.066257	1
"Pseudomonas phage S12-3"	Viruses	Other	0.066257	1
"Pseudomonas phage S50"	Viruses	Other	0.066313	1
"Pseudomonas phage SaPL"	Viruses	Other	0.045796	1
"Pseudomonas phage SCYZ1"	Viruses	Other	0.047475	1
"Pseudomonas phage shl2"	Viruses	Other	0.040466	1
"Pseudomonas phage Skulduggery"	Viruses	Other	0.062978	1
"Pseudomonas phage SL1"	Viruses	Other	0.065847	1
"Pseudomonas phage SL2"	Viruses	Other	0.279696	1
"Pseudomonas phage SL4"	Viruses	Other	0.044194	1
"Pseudomonas phage SM1"	Viruses	Other	0.093191	1
"Pseudomonas phage SN"	Viruses	Other	0.06639	1
"Pseudomonas phage Spike"	Viruses	Other	0.037729	1
"Pseudomonas phage SPM-1"	Viruses	Other	0.065729	1
"Pseudomonas phage SRT6"	Viruses	Other	0.091364	1
"Pseudomonas phage tabernarius"	Viruses	Other	0.067498	1
"Pseudomonas phage TC6"	Viruses	Other	0.049796	1
"Pseudomonas phage TC7"	Viruses	Other	0.043748	1
"Pseudomonas phage tf"	Viruses	Other	0.046271	1
"Pseudomonas phage TL"	Viruses	Other	0.045696	1
"Pseudomonas phage UFV-P2"	Viruses	Other	0.045517	1
"Pseudomonas phage uligo"	Viruses	Other	0.047868	1
"Pseudomonas phage UMP151"	Viruses	Other	0.041303	1
"Pseudomonas phage UNO-SLW1"	Viruses	Other	0.039636	1
"Pseudomonas phage UNO-SLW2"	Viruses	Other	0.039167	1
"Pseudomonas phage UNO-SLW3"	Viruses	Other	0.039092	1
"Pseudomonas phage UNO-SLW4"	Viruses	Other	0.039136	1
"Pseudomonas phage vB_KpnM_IME307"	Viruses	Other	0.051545	1
"Pseudomonas phage vB_Pae-Kakheti25"	Viruses	Other	0.042844	1
"Pseudomonas phage vB_Pae-TbilisiM32"	Viruses	Other	0.042966	1
"Pseudomonas phage vB_Pae1396P-5"	Viruses	Other	0.072508	1
"Pseudomonas phage vB_Pae436M-8"	Viruses	Other	0.066922	1
"Pseudomonas phage vB_Pae575P-3"	Viruses	Other	0.072728	1
"Pseudomonas phage vB_Pae_BR123a"	Viruses	Other	0.038344	1
"Pseudomonas phage vB_Pae_BR133a"	Viruses	Other	0.041217	1
"Pseudomonas phage vB_Pae_BR141a"	Viruses	Other	0.038304	1
"Pseudomonas phage vB_Pae_BR141b"	Viruses	Other	0.045372	1
"Pseudomonas phage vB_Pae_BR141c"	Viruses	Other	0.03973	1
"Pseudomonas phage vB_Pae_BR141d"	Viruses	Other	0.02751	1
"Pseudomonas phage vB_Pae_BR143a"	Viruses	Other	0.03837	1
"Pseudomonas phage vB_Pae_BR144a"	Viruses	Other	0.039861	1
"Pseudomonas phage vB_Pae_BR150a"	Viruses	Other	0.061772	1
"Pseudomonas phage vB_Pae_BR153a"	Viruses	Other	0.050013	1
"Pseudomonas phage vB_Pae_BR161a"	Viruses	Other	0.042421	1
"Pseudomonas phage vB_Pae_BR161b"	Viruses	Other	0.039613	1
"Pseudomonas phage vB_Pae_BR161c"	Viruses	Other	0.038285	1
"Pseudomonas phage vB_Pae_BR177a"	Viruses	Other	0.037832	1
"Pseudomonas phage vB_Pae_BR177b"	Viruses	unclassified phages	0.038713	1
"Pseudomonas phage vB_Pae_BR178a"	Viruses	Other	0.038345	1
"Pseudomonas phage vB_Pae_BR181a"	Viruses	Other	0.061772	1
"Pseudomonas phage vB_Pae_BR197a"	Viruses	Other	0.061772	1
"Pseudomonas phage vB_Pae_BR200a"	Viruses	Other	0.038217	1
"Pseudomonas phage vB_Pae_BR201a"	Viruses	Other	0.038378	1
"Pseudomonas phage vB_Pae_BR204a"	Viruses	Other	0.040441	1
"Pseudomonas phage vB_Pae_BR204b"	Viruses	Other	0.03738	1
"Pseudomonas phage vB_Pae_BR205a"	Viruses	Other	0.037715	1
"Pseudomonas phage vB_Pae_BR208a"	Viruses	Other	0.061772	1
"Pseudomonas phage vB_Pae_BR213a"	Viruses	Other	0.030609	1
"Pseudomonas phage vB_Pae_BR228a"	Viruses	Other	0.061684	1
"Pseudomonas phage vB_Pae_BR233a"	Viruses	Other	0.040425	1
"Pseudomonas phage vB_Pae_BR243a"	Viruses	Other	0.046492	1
"Pseudomonas phage vB_Pae_BR243b"	Viruses	Other	0.038215	1
"Pseudomonas phage vB_Pae_BR293a"	Viruses	Other	0.037441	1
"Pseudomonas phage vB_Pae_BR299a"	Viruses	Other	0.040745	1
"Pseudomonas phage vB_Pae_BR313a"	Viruses	Other	0.061772	1
"Pseudomonas phage vB_Pae_BR313b"	Viruses	Other	0.037758	1
"Pseudomonas phage vB_Pae_BR313c"	Viruses	Other	0.033113	1
"Pseudomonas phage vB_Pae_BR319a"	Viruses	Other	0.035343	1
"Pseudomonas phage vB_Pae_BR319b"	Viruses	Other	0.061853	1
"Pseudomonas phage vB_Pae_BR320a"	Viruses	Other	0.061772	1
"Pseudomonas phage vB_Pae_BR322a"	Viruses	Other	0.038344	1
"Pseudomonas phage vB_Pae_BR326a"	Viruses	Other	0.061772	1
"Pseudomonas phage vB_Pae_BR327a"	Viruses	Other	0.037474	1
"Pseudomonas phage vB_Pae_BR52a"	Viruses	Other	0.038353	1
"Pseudomonas phage vB_Pae_BR52b"	Viruses	Other	0.031014	1
"Pseudomonas phage vB_Pae_BR58a"	Viruses	Other	0.029041	1
"Pseudomonas phage vB_Pae_BR58b"	Viruses	Other	0.038471	1
"Pseudomonas phage vB_Pae_BR58c"	Viruses	unclassified phages	0.05276	1
"Pseudomonas phage vB_Pae_CF118a"	Viruses	Other	0.052758	1
"Pseudomonas phage vB_Pae_CF118b"	Viruses	Other	0.037734	1
"Pseudomonas phage vB_Pae_CF118c"	Viruses	Other	0.032181	1
"Pseudomonas phage vB_Pae_CF121a"	Viruses	Other	0.037617	1
"Pseudomonas phage vB_Pae_CF121b"	Viruses	Other	0.042495	1
"Pseudomonas phage vB_Pae_CF121c"	Viruses	Other	0.038379	1
"Pseudomonas phage vB_Pae_CF124b"	Viruses	Other	0.029118	1
"Pseudomonas phage vB_Pae_CF125a"	Viruses	Other	0.039659	1
"Pseudomonas phage vB_Pae_CF126a"	Viruses	Other	0.061772	1
"Pseudomonas phage vB_Pae_CF126b"	Viruses	Other	0.037476	1
"Pseudomonas phage vB_Pae_CF127a"	Viruses	Other	0.038239	1
"Pseudomonas phage vB_Pae_CF127b"	Viruses	Other	0.028208	1
"Pseudomonas phage vB_Pae_CF136a"	Viruses	Other	0.037654	1
"Pseudomonas phage vB_Pae_CF136b"	Viruses	Other	0.037242	1
"Pseudomonas phage vB_Pae_CF140a"	Viruses	Other	0.040393	1
"Pseudomonas phage vB_Pae_CF145a"	Viruses	Other	0.040711	1
"Pseudomonas phage vB_Pae_CF165a"	Viruses	Other	0.040778	1
"Pseudomonas phage vB_Pae_CF16a"	Viruses	unclassified phages	0.016984	1
"Pseudomonas phage vB_Pae_CF177a"	Viruses	Other	0.037399	1
"Pseudomonas phage vB_Pae_CF177b"	Viruses	Other	0.037615	1
"Pseudomonas phage vB_Pae_CF177c"	Viruses	Other	0.052755	1
"Pseudomonas phage vB_Pae_CF183a"	Viruses	Other	0.037635	1
"Pseudomonas phage vB_Pae_CF183b"	Viruses	Other	0.038416	1
"Pseudomonas phage vB_Pae_CF208a"	Viruses	Other	0.040412	1
"Pseudomonas phage vB_Pae_CF213a"	Viruses	Other	0.052658	1
"Pseudomonas phage vB_Pae_CF213b"	Viruses	Other	0.037615	1
"Pseudomonas phage vB_Pae_CF23a"	Viruses	Other	0.0528	1
"Pseudomonas phage vB_Pae_CF23b"	Viruses	Other	0.037682	1
"Pseudomonas phage vB_Pae_CF24a"	Viruses	Other	0.061772	1
"Pseudomonas phage vB_Pae_CF24b"	Viruses	Other	0.040414	1
"Pseudomonas phage vB_Pae_CF28a"	Viruses	Other	0.037395	1
"Pseudomonas phage vB_Pae_CF28b"	Viruses	Other	0.040439	1
"Pseudomonas phage vB_Pae_CF34a"	Viruses	Other	0.041462	1
"Pseudomonas phage vB_Pae_CF3a"	Viruses	Other	0.033681	1
"Pseudomonas phage vB_Pae_CF52a"	Viruses	unclassified phages	0.05414	1
"Pseudomonas phage vB_Pae_CF52b"	Viruses	Other	0.037354	1
"Pseudomonas phage vB_Pae_CF53a"	Viruses	Other	0.038375	1
"Pseudomonas phage vB_Pae_CF53b"	Viruses	Other	0.028078	1
"Pseudomonas phage vB_Pae_CF53c"	Viruses	Other	0.026171	1
"Pseudomonas phage vB_Pae_CF54a"	Viruses	Other	0.041186	1
"Pseudomonas phage vB_Pae_CF55a"	Viruses	unclassified phages	0.054165	1
"Pseudomonas phage vB_Pae_CF55b"	Viruses	Other	0.042511	1
"Pseudomonas phage vB_Pae_CF57a"	Viruses	Other	0.052664	1
"Pseudomonas phage vB_Pae_CF57b"	Viruses	Other	0.037702	1
"Pseudomonas phage vB_Pae_CF5a"	Viruses	Other	0.036361	1
"Pseudomonas phage vB_Pae_CF60a"	Viruses	Other	0.035225	1
"Pseudomonas phage vB_Pae_CF63a"	Viruses	Other	0.062695	1
"Pseudomonas phage vB_Pae_CF65a"	Viruses	Other	0.052662	1
"Pseudomonas phage vB_Pae_CF65b"	Viruses	Other	0.037629	1
"Pseudomonas phage vB_Pae_CF67a"	Viruses	Other	0.03542	1
"Pseudomonas phage vB_Pae_CF69a"	Viruses	Other	0.061772	1
"Pseudomonas phage vB_Pae_CF6a"	Viruses	unclassified phages	0.054141	1
"Pseudomonas phage vB_Pae_CF74a"	Viruses	Other	0.044244	1
"Pseudomonas phage vB_Pae_CF74b"	Viruses	Other	0.034669	1
"Pseudomonas phage vB_Pae_CF77a"	Viruses	unclassified phages	0.041525	1
"Pseudomonas phage vB_Pae_CF77b"	Viruses	Other	0.037617	1
"Pseudomonas phage vB_Pae_CF78a"	Viruses	Other	0.039705	1
"Pseudomonas phage vB_Pae_CF79a"	Viruses	Other	0.041155	1
"Pseudomonas phage vB_Pae_CF81a"	Viruses	Other	0.052823	1
"Pseudomonas phage vB_Pae_CF81b"	Viruses	Other	0.037636	1
"Pseudomonas phage vB_Pae_PS44"	Viruses	Other	0.068871	1
"Pseudomonas phage vB_PaeM_C1-14_Ab28"	Viruses	Other	0.066181	1
"Pseudomonas phage vB_PaeM_C2-10_Ab1"	Viruses	Other	0.092777	1
"Pseudomonas phage vB_PaeM_CEB_DP1"	Viruses	Other	0.066158	1
"Pseudomonas phage vB_PaeM_E215"	Viruses	Other	0.066789	1
"Pseudomonas phage vB_PaeM_E217"	Viruses	Other	0.066291	1
"Pseudomonas phage vB_PaeM_fHoPae01"	Viruses	Other	0.066418	1
"Pseudomonas phage vB_PaeM_G1"	Viruses	Other	0.087646	1
"Pseudomonas phage vB_PaeM_LCK69"	Viruses	Other	0.092319	1
"Pseudomonas phage vB_PaeM_LS1"	Viruses	Other	0.066095	1
"Pseudomonas phage vB_PaeM_MAG1"	Viruses	Other	0.094555	1
"Pseudomonas phage vB_PaeM_PA5oct"	Viruses	Other	0.286783	1
"Pseudomonas phage vB_PaeM_PAO1_Ab03"	Viruses	Other	0.086246	1
"Pseudomonas phage vB_PaeM_PAO1_Ab27"	Viruses	Other	0.066299	1
"Pseudomonas phage vB_PaeM_PAO1_Ab29"	Viruses	Other	0.066326	1
"Pseudomonas phage vB_PaeM_PS24"	Viruses	Other	0.084583	1
"Pseudomonas phage vB_PaeM_SCUT-S1"	Viruses	Other	0.066086	1
"Pseudomonas phage vB_PaeM_SCUT-S2"	Viruses	Other	0.094434	1
"Pseudomonas phage vB_PaeP_130_113"	Viruses	Other	0.044205	1
"Pseudomonas phage vB_PaeP_C1-14_Or"	Viruses	Other	0.045469	1
"Pseudomonas phage vB_PaeP_C2-10_Ab09"	Viruses	Other	0.072028	1
"Pseudomonas phage vB_PaeP_C2-10_Ab22"	Viruses	Other	0.045808	1
"Pseudomonas phage vB_PaeP_DEV"	Viruses	Other	0.072697	1
"Pseudomonas phage vB_PaeP_E220"	Viruses	Other	0.062874	1
"Pseudomonas phage vB_PaeP_MAG4"	Viruses	Other	0.072979	1
"Pseudomonas phage vB_PaeP_p2-10_Or1"	Viruses	Other	0.04403	1
"Pseudomonas phage vB_PaeP_PAO1_1-15pyo"	Viruses	Other	0.04275	1
"Pseudomonas phage vB_PaeP_PAO1_Ab05"	Viruses	Other	0.043639	1
"Pseudomonas phage vB_PaeP_PPA-ABTNL"	Viruses	Other	0.043227	1
"Pseudomonas phage vB_PaeP_PYO2"	Viruses	Other	0.072697	1
"Pseudomonas phage vB_PaeP_TF17"	Viruses	Other	0.04358	1
"Pseudomonas phage vB_PaeP_Tr60_Ab31"	Viruses	Other	0.04555	1
"Pseudomonas phage vB_PaeP_YA3"	Viruses	Other	0.045253	1
"Pseudomonas phage vB_PaeS_C1"	Viruses	Other	0.043133	1
"Pseudomonas phage vB_PaeS_PAO1_Ab18"	Viruses	Other	0.056537	1
"Pseudomonas phage vB_PaeS_PAO1_Ab30"	Viruses	Other	0.037238	1
"Pseudomonas phage vB_PaeS_PAO1_HW12"	Viruses	Other	0.037496	1
"Pseudomonas phage vB_PaeS_PcyII-40_PfII40a"	Viruses	Other	0.037033	1
"Pseudomonas phage vB_PaeS_PM105"	Viruses	Other	0.039593	1
"Pseudomonas phage vB_PaeS_S218"	Viruses	Other	0.06168	1
"Pseudomonas phage vB_PaeS_SCH_Ab26"	Viruses	Other	0.043056	1
"Pseudomonas phage vB_PaeS_SCUT-S3"	Viruses	Other	0.042622	1
"Pseudomonas phage vB_PaeS_SCUT-S4"	Viruses	Other	0.042932	1
"Pseudomonas phage vB_PaM_EPA1"	Viruses	Other	0.091394	1
"Pseudomonas phage vB_PsyM_KIL1"	Viruses	Other	0.090552	1
"Pseudomonas phage VCM"	Viruses	Other	0.098765	1
"Pseudomonas phage ventosus"	Viruses	Other	0.097425	1
"Pseudomonas phage VSW-3"	Viruses	Other	0.040556	1
"Pseudomonas phage VW-6B"	Viruses	Other	0.035306	1
"Pseudomonas phage VW-6S"	Viruses	Other	0.037917	1
"Pseudomonas phage YH30"	Viruses	Other	0.072192	1
"Pseudomonas phage YH6"	Viruses	Other	0.07305	1
"Pseudomonas phage YMC/01/01/P52_PAE_BP"	Viruses	Other	0.049381	1
"Pseudomonas phage YMC11/02/R656"	Viruses	Other	0.060919	1
"Pseudomonas phage YMC11/06/C171_PPU_BP"	Viruses	Other	0.045417	1
"Pseudomonas phage YMC11/07/P54_PAE_BP"	Viruses	Other	0.050183	1
"Pseudomonas phage YMC12/01/R24"	Viruses	Other	0.046148	1
"Pseudomonas phage YMC12/01/R960"	Viruses	Other	0.037011	1
"Pseudomonas phage YS35"	Viruses	Other	0.093296	1
"Pseudomonas phage ZC01"	Viruses	Other	0.057061	1
"Pseudomonas phage ZC03"	Viruses	Other	0.069844	1
"Pseudomonas phage ZC08"	Viruses	Other	0.070774	1
"Pseudomonas phage Zigelbrucke"	Viruses	Other	0.092338	1
"Pseudomonas plecoglossicida"	Bacteria	Proteobacteria	6.23325	1
"Pseudomonas poae"	Bacteria	Proteobacteria	7.52302	1
"Pseudomonas pohangensis"	Bacteria	Proteobacteria	3.76969	1
"Pseudomonas profundi"	Bacteria	Proteobacteria	4.21203	0
"Pseudomonas prosekii"	Bacteria	Proteobacteria	6.11238	1
"Pseudomonas protegens"	Bacteria	Proteobacteria	6.86798	1
"Pseudomonas protegens Pf-5"	Bacteria	Proteobacteria	7.07489	1
"Pseudomonas proteolytica"	Bacteria	Proteobacteria	6.49601	0
"Pseudomonas psychrophila"	Bacteria	Proteobacteria	5.70334	1
"Pseudomonas psychrotolerans"	Bacteria	Proteobacteria	5.38617	1
"Pseudomonas punonensis"	Bacteria	Proteobacteria	4.80964	0
"Pseudomonas putida"	Bacteria	Proteobacteria	6.18187	1
"Pseudomonas reidholzensis"	Bacteria	Proteobacteria	6.1626	0
"Pseudomonas reinekei"	Bacteria	Proteobacteria	6.31269	1
"Pseudomonas resinovorans"	Bacteria	Proteobacteria	6.48483	1
"Pseudomonas rhizosphaerae"	Bacteria	Proteobacteria	4.68863	1
"Pseudomonas rhodesiae"	Bacteria	Proteobacteria	6.4178	1
"Pseudomonas sabulinigri"	Bacteria	Proteobacteria	4.0302	1
"Pseudomonas sagittaria"	Bacteria	Proteobacteria	4.60757	0
"Pseudomonas salegens"	Bacteria	Proteobacteria	3.7961	1
"Pseudomonas salina"	Bacteria	Proteobacteria	4.25627	0
"Pseudomonas salomonii"	Bacteria	Proteobacteria	7.14018	0
"Pseudomonas saponiphila"	Bacteria	Proteobacteria	7.37585	0
"Pseudomonas saudimassiliensis"	Bacteria	Proteobacteria	3.34421	0
"Pseudomonas saudiphocaensis"	Bacteria	Proteobacteria	3.67376	1
"Pseudomonas savastanoi"	Bacteria	Proteobacteria	6.7122	1
"Pseudomonas segetis"	Bacteria	Proteobacteria	4.72542	0
"Pseudomonas seleniipraecipitans"	Bacteria	Proteobacteria	4.54616	0
"Pseudomonas shirazica"	Bacteria	Proteobacteria	5.5773	0
"Pseudomonas sihuiensis"	Bacteria	Proteobacteria	5.47637	1
"Pseudomonas silesiensis"	Bacteria	Proteobacteria	6.82354	1
"Pseudomonas simiae"	Bacteria	Proteobacteria	6.70437	1
"Pseudomonas soli"	Bacteria	Proteobacteria	6.24786	1
"Pseudomonas songnenensis"	Bacteria	Proteobacteria	4.78534	0
"Pseudomonas sp. ADP"	Bacteria	Proteobacteria	7.25939	0
"Pseudomonas straminea"	Bacteria	Proteobacteria	4.9922	0
"Pseudomonas stutzeri"	Bacteria	Proteobacteria	4.54793	1
"Pseudomonas synxantha"	Bacteria	Proteobacteria	6.84202	1
"Pseudomonas syringae"	Bacteria	Proteobacteria	6.0937	1
"Pseudomonas syringae group genomosp. 3"	Bacteria	Proteobacteria	6.53826	1
"Pseudomonas syringae group genomosp. 7"	Bacteria	Proteobacteria	6.20854	0
"Pseudomonas syringae pv. coryli"	Bacteria	Proteobacteria	6.09633	0
"Pseudomonas taeanensis"	Bacteria	Proteobacteria	5.45486	0
"Pseudomonas taetrolens"	Bacteria	Proteobacteria	4.96757	1
"Pseudomonas taiwanensis"	Bacteria	Proteobacteria	6.25305	0
"Pseudomonas thermotolerans"	Bacteria	Proteobacteria	3.7521	0
"Pseudomonas thivervalensis"	Bacteria	Proteobacteria	6.77176	1
"Pseudomonas tolaasii"	Bacteria	Proteobacteria	7.00782	1
"Pseudomonas toyotomiensis"	Bacteria	Proteobacteria	5.59672	0
"Pseudomonas tremae"	Bacteria	Proteobacteria	5.93293	0
"Pseudomonas trivialis"	Bacteria	Proteobacteria	6.4528	1
"Pseudomonas umsongensis"	Bacteria	Proteobacteria	6.74927	1
"Pseudomonas vancouverensis"	Bacteria	Proteobacteria	6.4249	1
"Pseudomonas veronii"	Bacteria	Proteobacteria	8.00986	1
"Pseudomonas versuta"	Bacteria	Proteobacteria	5.21988	1
"Pseudomonas viridiflava"	Bacteria	Proteobacteria	6.09351	1
"Pseudomonas virus 119X"	Viruses	Other	0.043365	1
"Pseudomonas virus 73"	Viruses	Other	0.042954	1
"Pseudomonas virus Ab03"	Viruses	Other	0.086668	1
"Pseudomonas virus Ab09"	Viruses	Other	0.073048	1
"Pseudomonas virus Ab18"	Viruses	Other	0.057745	1
"Pseudomonas virus Ab19"	Viruses	Other	0.058139	1
"Pseudomonas virus CAb02"	Viruses	Other	0.093848	1
"Pseudomonas virus CAb1"	Viruses	Other	0.093503	1
"Pseudomonas virus D3"	Viruses	Other	0.056426	1
"Pseudomonas virus D3112"	Viruses	Other	0.037611	1
"Pseudomonas virus DMS3"	Viruses	Other	0.036415	1
"Pseudomonas virus F116"	Viruses	Other	0.065195	1
"Pseudomonas virus FHA0480"	Viruses	Other	0.037374	1
"Pseudomonas virus H66"	Viruses	Other	0.06527	1
"Pseudomonas virus JG004"	Viruses	Other	0.077914	1
"Pseudomonas virus Kakheti25"	Viruses	Other	0.043047	1
"Pseudomonas virus KIL2"	Viruses	Other	0.092816	1
"Pseudomonas virus KIL4"	Viruses	Other	0.093385	1
"Pseudomonas virus KNP"	Viruses	Other	0.040491	1
"Pseudomonas virus LKO4"	Viruses	Other	0.061818	1
"Pseudomonas virus LPB1"	Viruses	Other	0.036814	1
"Pseudomonas virus LUZ24"	Viruses	Other	0.045625	1
"Pseudomonas virus M6"	Viruses	Other	0.059446	1
"Pseudomonas virus MP22"	Viruses	Other	0.036409	1
"Pseudomonas virus MP29"	Viruses	Other	0.036632	1
"Pseudomonas virus MP38"	Viruses	Other	0.036885	1
"Pseudomonas virus PA1KOR"	Viruses	Other	0.037714	1
"Pseudomonas virus PA26"	Viruses	Other	0.072321	1
"Pseudomonas virus PA7"	Viruses	Other	0.266743	1
"Pseudomonas virus PAKP3"	Viruses	Other	0.088097	1
"Pseudomonas virus PaMx25"	Viruses	Other	0.057899	1
"Pseudomonas virus PaP3"	Viruses	Other	0.045503	1
"Pseudomonas virus PaP4"	Viruses	Other	0.043895	1
"Pseudomonas virus PB1"	Viruses	Other	0.06645	1
"Pseudomonas virus PBPA162"	Viruses	Other	0.060626	1
"Pseudomonas virus Pf1"	Viruses	Other	0.010675	1
"Pseudomonas virus Pf1 ERZ-2017"	Viruses	Other	0.039195	1
"Pseudomonas virus phi6"	Viruses	Other	0.013388	3
"Pseudomonas virus phiCTX"	Viruses	Other	0.03558	1
"Pseudomonas virus phiKMV"	Viruses	Other	0.042351	1
"Pseudomonas virus phiKZ"	Viruses	Other	0.280334	1
"Pseudomonas virus PMG1"	Viruses	Other	0.054024	1
"Pseudomonas virus PR4"	Viruses	Other	0.014954	1
"Pseudomonas virus PRD1"	Viruses	Other	0.014946	1
"Pseudomonas virus R18"	Viruses	Other	0.06356	1
"Pseudomonas virus SN"	Viruses	Other	0.066063	1
"Pseudomonas virus WRT"	Viruses	Other	0.040214	1
"Pseudomonas virus Yua"	Viruses	Other	0.058663	1
"Pseudomonas vranovensis"	Bacteria	Proteobacteria	5.72691	0
"Pseudomonas wadenswilerensis"	Bacteria	Proteobacteria	5.96674	0
"Pseudomonas weihenstephanensis"	Bacteria	Proteobacteria	5.00439	0
"Pseudomonas xanthomarina"	Bacteria	Proteobacteria	5.12164	1
"Pseudomonas xinjiangensis"	Bacteria	Proteobacteria	3.53709	1
"Pseudomonas yamanorum"	Bacteria	Proteobacteria	7.08753	1
"Pseudomonas yangmingensis"	Bacteria	Proteobacteria	3.1415	0
"Pseudomonas zeshuii"	Bacteria	Proteobacteria	5.33983	0
"Pseudomonas zhaodongensis"	Bacteria	Proteobacteria	4.98944	0
"[Pseudomonas] cissicola"	Bacteria	Proteobacteria	5.2541	0
"[Pseudomonas] geniculata"	Bacteria	Proteobacteria	5.07627	0
"[Pseudomonas] geniculata N1"	Bacteria	Proteobacteria	4.67848	0
"[Pseudomonas] mesoacidophila"	Bacteria	Proteobacteria	7.84083	3
"Pseudomyrmex gracilis"	Eukaryota	Animals	282.776	0
"Pseudonaja textilis"	Eukaryota	Animals	1590.04	0
"Pseudonectria buxi"	Eukaryota	Fungi	27.9218	0
"Pseudonectria foliicola"	Eukaryota	Fungi	28.4899	0
"Pseudoneuroterus saliens"	Eukaryota	Animals	2060.85	0
"Pseudonocardia"	Bacteria	Terrabacteria group	10.1794	1
"Pseudonocardia acaciae"	Bacteria	Terrabacteria group	9.93133	0
